BEGIN RESULTS HEADER:
endoplasmic reticulum membrane2.25626116862chloroplast3.52314576125peroxisome membrane0.0361310710326golgi apparatus0.346492772969nucleus membrane0.0405433383051secreted1.50349490728plastid0.0415381631777cytoplasm64.326014677vacuole membrane0.524482369472endoplasmic reticulum0.45443828568vacuole0.198104525059chloroplast membrane0.147926460112nucleus12.7554010108plasma membrane2.9211634772peroxisome1.35942264705mitochondrion7.48474526279golgi apparatus membrane0.498099866155mitochondrion membrane1.57117470072P34232,90.1813166895,32|MTR2_YEAST mRNA transport regulator MTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTR2 PE=1 SV=1,187,nucleus,1.0,False,450.906583448,112.426041473,0.00541145431141
P53082,105.141865887,82|FRA2_YEAST Fe repressor of activation 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRA2 PE=1 SV=1,121,secreted,0.21,False,525.709329433,84.8144384819,0.00408241233774
P53083,0.334038867483,83|MDM34_YEAST Mitochondrial distribution and morphology protein 34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM34 PE=1 SV=1,466,mitochondrion membrane,1.0,False,1.67019433742,1.03774741498,4.99503731465e-05
P46995,13.6687555012,95|SET2_YEAST Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SET2 PE=1 SV=2,745,nucleus,1.0,False,68.3437775062,67.8881523229,0.00326769162881
P53081,73.3014738048,81|GTPC1_YEAST Putative GTP cyclohydrolase 1 type 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIF3 PE=1 SV=1,292,cytoplasm,0.22,False,366.507369024,142.693535673,0.00686833351698
Q04489,7.09028581441,89|ASND1_YEAST Asparagine synthetase domain-containing protein YML096W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML096W PE=1 SV=1,533,cytoplasm,1.0,False,35.451429072,25.1941489272,0.00121268154645
P53084,0.368568209183,84|YGW8_YEAST Putative uncharacterized protein YGL218W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL218W PE=5 SV=1,219,chloroplast,0.09,False,1.84284104591,0.538109585407,2.59010759234e-05
P53054,0.579423341873,54|YGZG_YEAST Putative uncharacterized protein YGL262W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL262W PE=4 SV=1,177,secreted,0.4,False,2.89711670937,0.68371954341,3.29097869365e-05
Q12253,0.093534236989,53|YL046_YEAST Uncharacterized membrane protein YLR046C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR046C PE=1 SV=1,274,plasma membrane,0.09,False,0.467671184945,0.1708558729,8.22388423466e-06
O13297,21.6121504043,97|CET1_YEAST mRNA-capping enzyme subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CET1 PE=1 SV=2,558,nucleus,1.0,False,108.060752021,80.397199504,0.0038697953444
P13099,4.07704612392,99|TOP3_YEAST DNA topoisomerase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOP3 PE=1 SV=1,666,mitochondrion,0.23,False,20.3852306196,18.1020847902,0.0008713159647
Q3E846,40.985910032,46|COA6_YEAST Cytochrome c oxidase assembly factor 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=coa6 PE=1 SV=1,105,nucleus,0.1,False,204.92955016,28.6901370224,0.00138095554776
Q12749,1.97871501189,49|SMC6_YEAST Structural maintenance of chromosomes protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMC6 PE=1 SV=1,1132,nucleus,1.0,False,9.89357505944,14.932702623,0.00071876263659
Q12310,0.58687335945,10|PRR2_YEAST Serine/threonine-protein kinase PRR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRR2 PE=1 SV=1,710,cytoplasm,0.29,False,2.93436679725,2.77786723473,0.000133708359976
P41338,706.628199254,38|THIL_YEAST Acetyl-CoA acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG10 PE=1 SV=3,404,cytoplasm,1.0,False,3533.14099627,1903.18528332,0.0916068917124
P53278,149.043680015,78|YG3A_YEAST Uncharacterized protein YGR130C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR130C PE=1 SV=1,829,nucleus,0.22,False,745.218400075,823.714738216,0.0396482399726
Q12317,2.73047786165,17|MSB4_YEAST GTPase-activating protein MSB4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSB4 PE=1 SV=1,500,cytoplasm,0.17,False,13.6523893083,9.10159287217,0.00043809115169
Q12314,49.4023103247,14|YO021_YEAST Uncharacterized protein YOR021C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR021C PE=1 SV=1,216,cytoplasm,1.0,False,247.011551623,71.1393268675,0.00342418190701
Q12315,19.210916278,15|GLE1_YEAST Nucleoporin GLE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLE1 PE=1 SV=1,546,nucleus,0.33,False,96.0545813899,69.9277352518,0.00336586381107
P06839,25.4294843402,39|RAD3_YEAST DNA repair helicase RAD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD3 PE=1 SV=1,790,nucleus,1.0,False,127.147421701,133.928617525,0.00644644768446
P06838,13.6752925194,38|RAD10_YEAST DNA repair protein RAD10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD10 PE=1 SV=1,213,nucleus,1.0,False,68.376462597,19.4189153776,0.000934699576416
Q12318,1.96387479401,18|PSY3_YEAST Platinum sensitivity protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSY3 PE=1 SV=1,246,nucleus,1.0,False,9.81937397003,3.22075466217,0.000155026064017
P25491,1487.32117304,91|MAS5_YEAST Mitochondrial protein import protein MAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDJ1 PE=1 SV=1,415,cytoplasm,1.0,False,7436.6058652,4114.92191208,0.198065427106
P27344,6.47572089124,44|DPB3_YEAST DNA polymerase epsilon subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPB3 PE=1 SV=2,204,nucleus,1.0,False,32.3786044562,8.80698041208,0.000423910434781
P53227,2.41432909489,27|YG1T_YEAST Uncharacterized protein YGR042W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR042W PE=2 SV=1,275,nucleus,0.26,False,12.0716454744,4.4262700073,0.000213051688031
P53224,33.888138949,24|ORM1_YEAST Protein ORM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ORM1 PE=1 SV=1,225,endoplasmic reticulum membrane,1.0,False,169.440694745,50.8322084235,0.00244673004429
Q99369,7.56175695881,69|FSH3_YEAST Family of serine hydrolases 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSH3 PE=1 SV=1,270,cytoplasm,0.36,False,37.8087847941,13.6111625259,0.000655152339875
P53222,1.00983140918,22|YG1O_YEAST Uncharacterized protein YGR035C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR035C PE=2 SV=1,117,mitochondrion,0.08,False,5.04915704589,0.787668499158,3.79132097857e-05
P25719,205.793218856,19|CYPC_YEAST Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR3 PE=1 SV=1,185,mitochondrion,1.0,False,1028.96609428,253.811636589,0.0122168321246
P53220,13.8678403792,20|TIM21_YEAST Mitochondrial import inner membrane translocase subunit TIM21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM21 PE=1 SV=1,242,mitochondrion membrane,1.0,False,69.3392018961,22.3734491451,0.00107691150779
P53221,1929.87055057,21|RL26B_YEAST 60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL26B PE=1 SV=2,129,cytoplasm,1.0,False,9649.35275284,1659.68867349,0.07988655751
P25656,8.91107735477,56|CDC50_YEAST Cell division control protein 50 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC50 PE=1 SV=1,397,endoplasmic reticulum membrane,0.33,False,44.5553867738,23.5846513989,0.00113521086239
Q02554,2.04673098041,54|CUS1_YEAST Cold sensitive U2 snRNA suppressor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUS1 PE=1 SV=1,443,nucleus,0.94,False,10.233654902,6.04467882881,0.000290951303459
P25654,54.1060900052,54|YCY0_YEAST UPF0587 protein YCR090C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR090C PE=1 SV=1,185,secreted,0.28,False,270.530450026,66.7308443398,0.0032119863919
P25655,95.1879903566,55|NOT1_YEAST General negative regulator of transcription subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC39 PE=1 SV=3,2143,nucleus,0.5,False,475.939951783,1359.91908889,0.0654576103575
Q02883,0.750101056137,83|FMP30_YEAST N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP30 PE=1 SV=1,475,mitochondrion,0.18,False,3.75050528068,2.3753200111,0.0001143323695
P25653,0.0563156808755,53|FIG2_YEAST Factor-induced gene 2 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FIG2 PE=1 SV=2,1635,cytoplasm,0.08,False,0.281578404377,0.613840921543,2.95462871225e-05
P07834,0.526406607809,34|CDC4_YEAST Cell division control protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC4 PE=1 SV=2,791,nucleus,1.0,False,2.63203303905,2.77591751185,0.000133614513068
Q05359,185.783547197,59|ERP1_YEAST Protein ERP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERP1 PE=1 SV=1,222,endoplasmic reticulum membrane,1.0,False,928.917735985,274.959649852,0.013234759164
P32340,153.918540537,40|NDI1_YEAST Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NDI1 PE=1 SV=1,521,mitochondrion,0.4,False,769.592702687,534.610397467,0.0257326479025
P32341,2.46244074912,41|VPH2_YEAST Vacuolar ATPase assembly integral membrane protein VPH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPH2 PE=1 SV=1,218,endoplasmic reticulum membrane,1.0,False,12.3122037456,3.57874722206,0.000172257484392
P32342,91.6398093169,42|SRP21_YEAST Signal recognition particle subunit SRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP21 PE=1 SV=3,169,nucleus,0.29,False,458.199046585,103.247518497,0.00496966024769
P32343,0.42481883175,43|SSH4_YEAST Protein SSH4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSH4 PE=1 SV=2,588,plasma membrane,0.38,False,2.12409415875,1.66528982046,8.01561600908e-05
P32344,4.99969291856,44|COX24_YEAST Mitochondrial mRNA-processing protein COX24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QRI5 PE=1 SV=1,112,nucleus,0.54,False,24.9984645928,3.73310404586,0.000179687212315
P38968,348.98738089,68|SEC31_YEAST Protein transport protein SEC31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC31 PE=1 SV=3,1294,cytoplasm,0.06,False,1744.93690445,3010.59780581,0.144910487488
Q04739,45.5129087623,39|GAL83_YEAST SNF1 protein kinase subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAL83 PE=1 SV=1,423,cytoplasm,0.23,False,227.564543811,128.34640271,0.00617775637386
P32347,44.974274881,47|DCUP_YEAST Uroporphyrinogen decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM12 PE=1 SV=1,368,cytoplasm,0.46,False,224.871374405,110.336887708,0.00531089611333
P32349,35.4373695903,49|RPC3_YEAST DNA-directed RNA polymerase III subunit RPC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC82 PE=1 SV=2,664,nucleus,0.08,False,177.186847951,156.86942272,0.00755066800167
Q04734,0.201078649508,34|PALI_YEAST pH-response regulator protein palI/RIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM9 PE=1 SV=1,242,plasma membrane,0.21,False,1.00539324754,0.324406887872,1.56148257915e-05
Q3E842,177.29152813,42|YM122_YEAST Uncharacterized endoplasmic reticulum membrane protein YMR122W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR122W-A PE=1 SV=1,85,chloroplast,0.44,False,886.457640651,100.465199274,0.0048357375981
Q08673,30.2727334714,73|SRL1_YEAST Cell wall protein SRL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRL1 PE=1 SV=1,213,secreted,1.0,False,151.363667357,42.9872815294,0.00206912657353
Q02950,35.1861641447,50|RT51_YEAST 37S ribosomal protein MRP51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRP51 PE=1 SV=1,349,mitochondrion,1.0,False,175.930820723,81.8664752433,0.00394051666866
P53889,52.5955727227,89|FMP41_YEAST Uncharacterized mitochondrial hydrolase FMP41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP41 PE=1 SV=1,263,mitochondrion,1.0,False,262.977863614,92.2175708405,0.00443875070913
P38615,27.2533351571,15|RIM11_YEAST Serine/threonine-protein kinase RIM11/MSD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM11 PE=1 SV=1,376,cytoplasm,0.18,False,136.266675786,68.3150267938,0.00328823857386
Q02959,26.2754035979,59|HOS3_YEAST Histone deacetylase HOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOS3 PE=1 SV=1,708,nucleus,0.13,False,131.377017989,124.019904982,0.0059695070708
P27895,0.555327773642,95|CIN8_YEAST Kinesin-like protein CIN8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIN8 PE=1 SV=3,1016,cytoplasm,0.31,False,2.77663886821,3.76142012013,0.000181050162929
Q12743,27.6288338612,43|DFM1_YEAST DER1-like family member protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DFM1 PE=1 SV=1,346,endoplasmic reticulum membrane,1.0,False,138.144169306,63.7305101065,0.00306756992567
P53551,141.401469324,51|H1_YEAST Histone H1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHO1 PE=1 SV=1,262,nucleus,0.28,False,707.007346618,246.981233085,0.0118880611743
P24871,0.957499287676,71|CG24_YEAST G2/mitotic-specific cyclin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLB4 PE=1 SV=2,467,nucleus,0.16,False,4.78749643838,2.98101444896,0.00014348653818
P24870,2.43142307027,70|CG23_YEAST G2/mitotic-specific cyclin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLB3 PE=1 SV=3,434,nucleus,0.17,False,12.1571153514,7.03491741665,0.000338614912399
P21801,91.8252605324,01|DHSB_YEAST Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH2 PE=1 SV=1,270,chloroplast,0.47,False,459.126302662,165.285468958,0.00795576142226
P53552,26.7223228472,52|THO2_YEAST THO complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THO2 PE=1 SV=1,1623,nucleus,1.0,False,133.611614236,289.135533207,0.013917093471
P39111,340.572779225,11|VATF_YEAST V-type proton ATPase subunit F OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA7 PE=1 SV=1,119,mitochondrion,0.12,False,1702.86389613,270.187738185,0.0130050705472
Q12745,24.7563343245,45|SEC39_YEAST Protein transport protein SEC39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC39 PE=1 SV=1,720,nucleus,0.72,False,123.781671623,118.830404758,0.00571971847205
Q02888,2.77175614006,88|AIM43_YEAST Altered inheritance of mitochondria protein 43, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM43 PE=1 SV=1,185,nucleus,0.47,False,13.8587807003,3.41849923941,0.000164544194613
P35844,378.155850385,44|KES1_YEAST Protein KES1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KES1 PE=1 SV=1,441,endoplasmic reticulum,0.26,False,1890.77925192,1111.77820013,0.0535137309436
P32354,6.3235887863,54|MCM10_YEAST Minichromosome maintenance protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCM10 PE=1 SV=2,580,nucleus,1.0,False,31.6179439315,24.4512099737,0.00117692132444
Q02887,3.72376671907,87|ATG21_YEAST Autophagy-related protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG21 PE=1 SV=1,504,nucleus,0.67,False,18.6188335953,12.5118561761,0.000602238922235
P07236,3.36175676124,36|SYTM_YEAST Threonine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MST1 PE=1 SV=2,469,mitochondrion,1.0,False,16.8087838062,10.5110928068,0.000505935259677
P39113,0.439312349424,13|CAT8_YEAST Regulatory protein CAT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAT8 PE=1 SV=2,1456,nucleus,1.0,False,2.19656174712,4.26425853841,0.000205253515559
P38960,0.753003614877,60|STN1_YEAST Protein STN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STN1 PE=1 SV=1,502,nucleus,0.33,False,3.76501807439,2.52005209779,0.000121298825529
P40969,6.31261423372,69|CBF3B_YEAST Centromere DNA-binding protein complex CBF3 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CEP3 PE=1 SV=1,618,nucleus,0.85,False,31.5630711686,26.0079706429,0.00125185360102
Q02771,0.819141361586,71|PT117_YEAST Protein PET117, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PET117 PE=1 SV=1,108,mitochondrion,1.0,False,4.09570680793,0.589781780342,2.83882374244e-05
P35842,45.9985087588,42|PPAB_YEAST Acid phosphatase PHO11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO11 PE=1 SV=1,474,secreted,0.82,False,229.992543794,145.355287678,0.00699645284923
Q02773,20.8406102092,73|RPM2_YEAST Ribonuclease P protein component, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPM2 PE=1 SV=1,1222,mitochondrion,1.0,False,104.203051046,169.781504505,0.00817217116704
P40096,79.1596769096,96|NCB1_YEAST Negative cofactor 2 complex subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUR6 PE=1 SV=1,144,nucleus,1.0,False,395.798384548,75.9932898332,0.00365781993672
Q12222,2.16129489123,22|YGK3_YEAST Glycogen synthase kinase-3 homolog YGK3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGK3 PE=1 SV=1,381,cytoplasm,0.13,False,10.8064744562,5.48968902373,0.000264237724166
Q12223,19.1987770092,23|RAD59_YEAST DNA repair protein RAD59 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD59 PE=1 SV=1,241,nucleus,1.0,False,95.9938850461,30.8460350615,0.00148472637866
Q12220,18.7961158017,20|UTP12_YEAST U3 small nucleolar RNA-associated protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIP2 PE=1 SV=1,958,nucleus,1.0,False,93.9805790084,120.044526253,0.00577815833987
Q02776,110.711553006,76|TIM50_YEAST Mitochondrial import inner membrane translocase subunit TIM50 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM50 PE=1 SV=1,483,mitochondrion membrane,1.0,False,553.557765032,356.491200681,0.0171591547619
P38858,130.507320438,58|SOL3_YEAST 6-phosphogluconolactonase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL3 PE=1 SV=2,253,cytoplasm,0.27,False,652.536602188,220.122347138,0.010595250076
P36088,38.3050529131,88|FRMSR_YEAST Free methionine-R-sulfoxide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL069W PE=1 SV=1,182,cytoplasm,0.57,False,191.525264566,46.4767975346,0.00223708905076
Q12344,5.56170398804,44|GYP5_YEAST GTPase-activating protein GYP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP5 PE=1 SV=1,908,cytoplasm,0.16,False,27.8085199402,33.666848141,0.00162050187072
Q05515,292.149440776,15|SVF1_YEAST Survival factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SVF1 PE=1 SV=1,489,cytoplasm,0.21,False,1460.74720388,952.407176928,0.0458426522564
P38694,161.774597632,94|MSC7_YEAST Putative aldehyde dehydrogenase-like protein YHR039C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSC7 PE=1 SV=1,654,endoplasmic reticulum,1.0,False,808.872988159,705.337245675,0.0339503217324
Q8J0M4,2.10391395315,M4|YCB2_YEAST UPF0357 protein YCL012C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCL012C PE=1 SV=2,136,secreted,0.29,False,10.5195697657,1.90754865086,9.18169156866e-05
P38853,34.7696899035,53|KEL1_YEAST Kelch repeat-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KEL1 PE=1 SV=1,1183,cytoplasm,0.13,False,173.848449517,274.216954372,0.0131990106612
P38850,2.04716691193,50|RT107_YEAST Regulator of Ty1 transposition protein 107 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTT107 PE=1 SV=1,1087,nucleus,1.0,False,10.2358345596,14.8351362218,0.000714066428169
P36080,4.17517573331,80|RRP14_YEAST Ribosomal RNA-processing protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP14 PE=1 SV=1,441,nucleus,1.0,False,20.8758786665,12.2750166559,0.000590839016789
P38856,14.3816586911,56|AP18A_YEAST Clathrin coat assembly protein AP180A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAP1801 PE=1 SV=1,647,cytoplasm,0.18,False,71.9082934554,62.0328878209,0.00298585749218
P12945,184.236387213,45|NAT1_YEAST N-terminal acetyltransferase A complex subunit NAT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAT1 PE=1 SV=2,868,cytoplasm,1.0,False,921.181936063,1066.11456067,0.051315782004
P38854,0.793185978797,54|TDA11_YEAST Topoisomerase I damage affected protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDA11 PE=1 SV=1,512,cytoplasm,1.0,False,3.96592989398,2.70740814096,0.000130316920041
P36084,4.68018738564,84|MUD2_YEAST Splicing factor MUD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUD2 PE=1 SV=3,535,nucleus,0.19,False,23.4009369282,16.6926683421,0.000803475875211
Q03730,71.0611968872,30|YMB8_YEAST Uncharacterized vacuolar membrane protein YML018C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YML018C PE=1 SV=1,399,vacuole membrane,1.0,False,355.305984436,189.02278372,0.00909832050045
P53129,0.056685884023,29|MON1_YEAST Vacuolar fusion protein MON1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MON1 PE=1 SV=2,654,endoplasmic reticulum membrane,0.05,False,0.283429420115,0.24715045434,1.18962063787e-05
P13298,333.496449625,98|PYRE_YEAST Orotate phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA5 PE=1 SV=2,229,cytoplasm,0.34,False,1667.48224812,509.137913094,0.0245065691082
P81449,53.2773332433,49|ATPJ_YEAST ATP synthase subunit e, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM11 PE=1 SV=2,97,cytoplasm,0.43,False,266.386666217,34.4526754974,0.00165832645993
Q3E835,0.983033414898,35|YO086_YEAST Uncharacterized protein YOL086W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL086W-A PE=1 SV=1,91,nucleus,0.09,False,4.91516707449,0.596373605038,2.87055247513e-05
Q07959,0.162520013408,59|IZH3_YEAST ADIPOR-like receptor IZH3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IZH3 PE=1 SV=1,552,golgi apparatus membrane,0.17,False,0.812600067041,0.598073649342,2.8787353765e-05
